Check ID,Severity,File,Line,Message
python.lang.security.audit.non-literal-import.non-literal-import,WARNING,semgrep-env/lib/python3.12/site-packages/opentelemetry/instrumentation/utils.py,102,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code. Avoid dynamic values in `importlib.import_module()` or use a whitelist to prevent running untrusted code.
python.lang.security.audit.formatted-sql-query.formatted-sql-query,WARNING,semgrep-env/lib/python3.12/site-packages/peewee.py,3632,Detected possible formatted SQL query. Use parameterized queries instead.
python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,ERROR,semgrep-env/lib/python3.12/site-packages/peewee.py,3632,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition, use SQL Expression Language or Schema Definition Language. In most cases, SQLAlchemy ORM will be a better option."
python.lang.security.audit.formatted-sql-query.formatted-sql-query,WARNING,semgrep-env/lib/python3.12/site-packages/peewee.py,3638,Detected possible formatted SQL query. Use parameterized queries instead.
python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,ERROR,semgrep-env/lib/python3.12/site-packages/peewee.py,3638,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition, use SQL Expression Language or Schema Definition Language. In most cases, SQLAlchemy ORM will be a better option."
python.lang.security.audit.formatted-sql-query.formatted-sql-query,WARNING,semgrep-env/lib/python3.12/site-packages/peewee.py,4279,Detected possible formatted SQL query. Use parameterized queries instead.
python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,ERROR,semgrep-env/lib/python3.12/site-packages/peewee.py,4279,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition, use SQL Expression Language or Schema Definition Language. In most cases, SQLAlchemy ORM will be a better option."
python.lang.security.audit.sha224-hash.sha224-hash,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/cache.py,29,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security."
python.lang.security.audit.non-literal-import.non-literal-import,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/commands/__init__.py,114,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code. Avoid dynamic values in `importlib.import_module()` or use a whitelist to prevent running untrusted code.
python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/commands/configuration.py,239,"Found 'subprocess' function 'check_call' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead."
python.lang.compatibility.python37.python37-compatibility-importlib2,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/commands/debug.py,1,"Found 'importlib.resources', which is a module only available on Python 3.7+. This does not work in lower versions, and therefore is not backwards compatible. Use importlib_resources instead for older Python versions."
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/commands/search.py,5,Detected use of xmlrpc. xmlrpc is not inherently safe from vulnerabilities. Use defusedxml.xmlrpc instead.
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,85,"Detected a python logger call with a potential hardcoded secret ""Getting credentials from keyring for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,92,"Detected a python logger call with a potential hardcoded secret ""Getting password from keyring for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,346,"Detected a python logger call with a potential hardcoded secret ""Found credentials in url for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,362,"Detected a python logger call with a potential hardcoded secret ""Found credentials in index url for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,369,"Detected a python logger call with a potential hardcoded secret ""Found credentials in netrc for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,382,"Detected a python logger call with a potential hardcoded secret ""Found credentials in keyring for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/auth.py,541,"Detected a python logger call with a potential hardcoded secret ""401 Error, Credentials not correct for %s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/xmlrpc.py,6,Detected use of xmlrpc. xmlrpc is not inherently safe from vulnerabilities. Use defusedxml.xmlrpc instead.
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/network/xmlrpc.py,14,Detected use of xmlrpc. xmlrpc is not inherently safe from vulnerabilities. Use defusedxml.xmlrpc instead.
python.lang.security.audit.sha224-hash.sha224-hash,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/self_outdated_check.py,38,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security."
python.lang.compatibility.python36.python36-compatibility-Popen1,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_internal/utils/subprocess.py,141,the `errors` argument to Popen is only available on Python 3.6+
python.lang.security.audit.insecure-file-permissions.insecure-file-permissions,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_internal/utils/unpacking.py,93,These permissions `$BITS` are widely permissive and grant access to more people than may be necessary. A good default is `0o644` which gives read and write access to yourself and read access to everyone else.
python.lang.security.audit.insecure-transport.requests.request-session-with-http.request-session-with-http,INFO,semgrep-env/lib/python3.12/site-packages/pip/_vendor/cachecontrol/_cmd.py,33,Detected a request using 'http://'. This request will be unencrypted. Use 'https://' instead.
python.lang.security.audit.sha224-hash.sha224-hash,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,95,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security."
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_vendor/distlib/compat.py,42,Detected use of xmlrpc. xmlrpc is not inherently safe from vulnerabilities. Use defusedxml.xmlrpc instead.
python.lang.security.use-defused-xmlrpc.use-defused-xmlrpc,ERROR,semgrep-env/lib/python3.12/site-packages/pip/_vendor/distlib/compat.py,83,Detected use of xmlrpc. xmlrpc is not inherently safe from vulnerabilities. Use defusedxml.xmlrpc instead.
python.lang.security.audit.httpsconnection-detected.httpsconnection-detected,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/distlib/util.py,1544,"The HTTPSConnection API has changed frequently with minor releases of Python. Ensure you are using the API for your version of Python securely. For example, Python 3 versions prior to 3.4.3 will not verify SSL certificates by default. See https://docs.python.org/3/library/http.client.html#http.client.HTTPSConnection for more information."
python.lang.security.dangerous-globals-use.dangerous-globals-use,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,151,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system. Refactor your code not to use 'globals()'.
python.lang.security.dangerous-globals-use.dangerous-globals-use,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,151,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system. Refactor your code not to use 'globals()'.
python.lang.security.dangerous-globals-use.dangerous-globals-use,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,158,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system. Refactor your code not to use 'globals()'.
python.lang.security.dangerous-globals-use.dangerous-globals-use,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,158,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system. Refactor your code not to use 'globals()'.
python.lang.security.audit.exec-detected.exec-detected,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,1561,"Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
python.lang.security.audit.exec-detected.exec-detected,WARNING,semgrep-env/lib/python3.12/site-packages/pip/_vendor/pkg_resources/__init__.py,1572,"Detected the use of exec(). exec() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
